expertiseName,expertiseUri,count
Material Science,http://info.deepcarbon.net/individual/d27b8063c-6f32-45d8-9567-da3a42d9e17d,7
Materials Chemistry,http://info.deepcarbon.net/individual/d87c1f991-dd0a-456e-9350-2fa51e70d5b9,3
Materials Science,http://info.deepcarbon.net/individual/f71378d2936103d1f6206bfda4,1
Materials in Extreme Environments,http://info.deepcarbon.net/individual/d8f9ed316-501d-46dd-8ba1-cd0fb2345144,4
Materials science,http://info.deepcarbon.net/individual/d2de8dee1-1a43-4f58-a71f-c345d9a55403,3
Melt Inclusions,http://info.deepcarbon.net/individual/18a587951fef5635cc86c4565f,1
Melts and Magmas,http://info.deepcarbon.net/individual/d94cef7a3-7c38-4dca-881d-a50963a2570c,10
Membrane Biophysics,http://info.deepcarbon.net/individual/df715a299-b3f3-41a0-a4a5-f3d0422461fc,1
Metabolomics,http://info.deepcarbon.net/individual/45c9c27b-9413-4b9a-b4b3-54fc828b459c,1
Metadata,http://info.deepcarbon.net/individual/69a696f14c6ded9f6499921b7a,1
Metagenomics,http://info.deepcarbon.net/individual/199af116-d213-4a9d-93c2-481deba7e3df,5
Metamorphic Petrology,http://info.deepcarbon.net/individual/d1a17a603-bf5f-4174-9194-aece28eb5cb0,12
Metamorphic Petrology,http://info.deepcarbon.net/individual/d1a17a603-bf5f-4174-9194-aece28eb5cb0,12
Metamorphic geology,http://info.deepcarbon.net/individual/4db5aefd3746d75fed8286e992,1
Meteorites,http://info.deepcarbon.net/individual/d9dc156ea-1dd6-4d72-bb1c-7ee9c414d014,3
Meteorology,http://info.deepcarbon.net/individual/db3d335b4-b79d-4816-bebc-960815ab7443,2
Methane,http://info.deepcarbon.net/individual/da96d3c41-4c00-4532-8537-6c2722629d60,9
Methane Oxidation,http://info.deepcarbon.net/individual/d6f56cd4f-8de0-448c-ac30-fa969001755f,7
Methanogenesis,http://info.deepcarbon.net/individual/d9ec4affb-9fad-46c9-abd9-637592d38357,5
Methanogenic Crude Oil Degradation,http://info.deepcarbon.net/individual/db309cccd-c604-4019-bf71-126ea2e0f36c,3
Microanalytical Paleontology,http://info.deepcarbon.net/individual/de88f6b56-b6b8-4199-82ca-e5d4065af70c,2
Microbial Diversity,http://info.deepcarbon.net/individual/ddbacec6d-c068-4305-bae5-42cdd015709a,13
Microbial Ecology,http://info.deepcarbon.net/individual/d187156bc-4419-478a-be60-4ecd3d0551dc,40
Microbial Ecology,http://info.deepcarbon.net/individual/d187156bc-4419-478a-be60-4ecd3d0551dc,40
Microbial Electrochemistry,http://info.deepcarbon.net/individual/3013a724e8e5ce7714c88abcaa,1
Microbial Evolution,http://info.deepcarbon.net/individual/d159c45ad-2e92-4ae2-ad11-f8d545b9d027,8
Microbial Physiology,http://info.deepcarbon.net/individual/d105fc0c9-e61b-4998-a712-ee25f6c9b362,10
Microbial physiology and biochemistry,http://info.deepcarbon.net/individual/1b2088e5-0eb9-48c5-a37c-3ecfde2fe0d4,7
Microbiology,http://info.deepcarbon.net/individual/d20e0581c-5e50-4fb5-8445-388d8c64fd4f,32
Microbiology of Petroleum Reservoirs,http://info.deepcarbon.net/individual/d68bab425-c9a6-44cd-aefd-d35d35e30777,4
Microbiology; Environmental; Computacional,http://info.deepcarbon.net/individual/e99143f436b187dc76face660d,1
Microscopy,http://info.deepcarbon.net/individual/9ea50373a7ad71aebd0279773c,1
Microtomography,http://info.deepcarbon.net/individual/d9126217c69fc29612417cad9e,1
Mid-crustal Deformation Mechanisms,http://info.deepcarbon.net/individual/e754a378-4c0a-40c5-8999-630529b13fd7,1
Mineral Deposits,http://info.deepcarbon.net/individual/d34e19b25-7c23-4077-b2a5-fbd80f94cc68,3
Mineral Physics,http://info.deepcarbon.net/individual/d2371c5f5-8faf-47a5-b078-1c0a54ad3267,19
Mineral Surface Geochemistry,http://info.deepcarbon.net/individual/da5759814-9001-4984-bf23-daa739a44d39,3
Mineralogy,http://info.deepcarbon.net/individual/d6cbeeded-7a96-489b-901c-cd0eda33a1f8,21
Mineralogy / Crystallography,http://info.deepcarbon.net/individual/6448e00c46393d9254b1cc938f,1
Mineralogy and Geochemistry,http://info.deepcarbon.net/individual/d9073e1b7-1d19-4057-8921-6467931b6cc4,8
Mineralogy and Petrography,http://info.deepcarbon.net/individual/f5206a5555d806000d2813f2ad,1
Minerals Dissolution,http://info.deepcarbon.net/individual/d0c372d8d-3541-4686-b683-51a33400ee93,3
Molecular Biology,http://info.deepcarbon.net/individual/df358df56-acc9-435a-8082-b45095219576,11
Molecular Dynamics Methods,http://info.deepcarbon.net/individual/df866df22-7bb4-434b-a5a6-18ca39a9428c,9
Molecular Modeling,http://info.deepcarbon.net/individual/b88347b0c7dca1e709e5c087d6,1
Molecular Systems,http://info.deepcarbon.net/individual/d94f7ec38-2a7e-4335-acc4-0cfd3691780e,4
Molecular and Cell Bology,http://info.deepcarbon.net/individual/d548d8072-cdc5-43ee-9360-76b6c7edfb08,4
Molecular biology (nucleic acid sequencing); informatics,http://info.deepcarbon.net/individual/84f3b4520863bde642214f7122,1
Molecular microbial ecology,http://info.deepcarbon.net/individual/0c6fdcc64b88c3cf6c8f1d4d8d,1
Molecular microbial ecology,http://info.deepcarbon.net/individual/3dd8618fc041569ed3871048f0,1
Nanogeoscience,http://info.deepcarbon.net/individual/0d58225fa4596f5760b6515f72,1
Natural Gas Energy,http://info.deepcarbon.net/individual/df92103ec-2635-4a54-a210-5a0e7f816f2f,1
Natural Resources,http://info.deepcarbon.net/individual/d0b73f423-b376-4c3c-a474-e8e700d82976,2
Network Science,http://info.deepcarbon.net/individual/dec61d477-8492-48dd-9f1b-8f57594c4ec4,1
Neutron Scattering,http://info.deepcarbon.net/individual/d6d3d509b-db45-4bec-ae3f-454a728947d6,3
Next Generation DNA Sequencing,http://info.deepcarbon.net/individual/d6b8c0478-004a-410f-b176-7da276679858,5
Nitrogen,http://info.deepcarbon.net/individual/282de839-bc41-4a20-8135-6193d3e627e6,3
Nitrogen Isotopes,http://info.deepcarbon.net/individual/3bf93ebcb9d982ac8d31d373e1,1
Noble Gas Cosmo-Geochemistry,http://info.deepcarbon.net/individual/d1de9ce78-0004-4c2b-95a4-d4b9455a02bf,2
Noble Gases,http://info.deepcarbon.net/individual/ddb734801-56ce-4b56-9c2b-9975e6b28be5,12
Noble Gases,http://info.deepcarbon.net/individual/ddb734801-56ce-4b56-9c2b-9975e6b28be5,12
Noble gas geo- and cosmochemistry,http://info.deepcarbon.net/individual/188fc85402a3f0c185c6490f69,1
Noble gas geochemistry,http://info.deepcarbon.net/individual/78a9abf6131f1251ae1b9d5778,1
Noble gas geochemistry,http://info.deepcarbon.net/individual/cc26a6904784323cf8525e2da6,1
Noble gas geochemistry/isotope geochemistry,http://info.deepcarbon.net/individual/3b4406b1547c3c4248572d2d4e,1
Nucleation,http://info.deepcarbon.net/individual/b1540416a4c0c66dddf3a4cfdc,1
Numerical modeling,http://info.deepcarbon.net/individual/6085363fe15e3c636683f0a663,1
Oceanography,http://info.deepcarbon.net/individual/d76a5d7e3-290f-4920-a16e-fcf7238bb57d,17
Ocenography,http://info.deepcarbon.net/individual/8fd7b6996aebd0636dd6fa98a5,1
Oilfield Services,http://info.deepcarbon.net/individual/df12340ae-3c29-467d-a52f-20a38412a7b8,1
Operational Planning,http://info.deepcarbon.net/individual/db92d5f77-347d-47e3-a8dd-649ed86bf301,1
Organic and Isotope Geochemistry,http://info.deepcarbon.net/individual/5dd998b2a3b838e5493ffe00f1,1
Organic geochemistry,http://info.deepcarbon.net/individual/d4bee1ff-d9ef-4700-bf49-46f3b318565b,4
Origin and Migration of Hydrocarbons,http://info.deepcarbon.net/individual/e5ea45099a7bcfc9ec0470d885,1
Origin of Life,http://info.deepcarbon.net/individual/dbb524dfd-2097-4d88-892b-90b7960c8c37,11
Origin of the Earth,http://info.deepcarbon.net/individual/deea288aa-c774-4c60-97c7-cf625db3ba5f,2
Outreach,http://info.deepcarbon.net/individual/d637c91a0-00f8-4ee1-a48b-dedefc0f4959,2
Paleoenvironmental Reconstruction,http://info.deepcarbon.net/individual/d14ad050d-349d-4517-a93c-deaf7cd900cb,6
Paleontology,http://info.deepcarbon.net/individual/n11143,2
Participatory Modeling,http://info.deepcarbon.net/individual/n28488,1
Petroleum Engineering,http://info.deepcarbon.net/individual/098c05c5-7749-4c7c-9944-81a1481970c1,1
Petroleum Geology,http://info.deepcarbon.net/individual/c258fb494342aea36944c5b589,1
Petrology,http://info.deepcarbon.net/individual/d2c8b0f92-f07d-4091-b3d1-356585b5b282,31
Petrology and stable isotope geochemistry,http://info.deepcarbon.net/individual/69181debc6bd8789043f68e485,1
Phase Transformations,http://info.deepcarbon.net/individual/dc5639b3a-448b-4227-90e2-36a770739fe0,6
Photochemistry,http://info.deepcarbon.net/individual/d9b227e9c-7930-4627-9b44-78db916d2ba1,4
Physical Chemistry,http://info.deepcarbon.net/individual/dfa2176c8-aee6-4cfd-8691-9dd2c0052c8b,9
Physical Chemistry,http://info.deepcarbon.net/individual/dfa2176c8-aee6-4cfd-8691-9dd2c0052c8b,9
Physics,http://info.deepcarbon.net/individual/3042fef59395c11b5f3feb4dba,1
Phytoplankton Taxonomy,http://info.deepcarbon.net/individual/d02657db7-fcf0-4cf5-9ebd-49ccd96a2272,2
Planetary Accretion,http://info.deepcarbon.net/individual/b04f4d9a-9924-4d20-b38e-c3211bd139d3,1
Planetary Interior,http://info.deepcarbon.net/individual/d1ac3bfb2-e6ed-4863-b263-62cec3fe39c6,4
Planetary Science,http://info.deepcarbon.net/individual/007b3b832fb892382ba91a413b,1
Planetary Science,http://info.deepcarbon.net/individual/f8c4b8dfb5d0a4bef68402c19c,1
Planetary science,http://info.deepcarbon.net/individual/356fde418340168f97d1f49732,1
Policy-based Systems,http://info.deepcarbon.net/individual/d21a7b12f-bc98-47c1-b15c-5ca048884813,1
Program Management,http://info.deepcarbon.net/individual/de22a0827-1678-41cf-9192-008b39d11321,2
Proteomics,http://info.deepcarbon.net/individual/21777f2f-d3ed-48e8-b828-d2e023c8967e,2
Public Understanding of Science,http://info.deepcarbon.net/individual/d2bf25c6d-57d6-4e12-896f-3feee629a5c0,1
Quantum simulations,http://info.deepcarbon.net/individual/601195b021d2841c924b0f2706,1
REEs,http://info.deepcarbon.net/individual/948cb331cc130be764564d4a63,1
ROVs,http://info.deepcarbon.net/individual/120b1ac1ec0692d9e15b6a76af,1
Radiative Transfer,http://info.deepcarbon.net/individual/db8dd2c9a-181c-4252-8786-3b908ae381e0,2
Raman Spectroscopy,http://info.deepcarbon.net/individual/9f79b7554a6014e6917ce852b5,1
Raman and Optical Spectroscopy,http://info.deepcarbon.net/individual/d5e97576a-f195-4242-947a-393041a8b22f,9
Rare Earth Minerals,http://info.deepcarbon.net/individual/d231943e4-528f-4432-ab78-50a03bbcc5ce,4
Remote Sensing,http://info.deepcarbon.net/individual/d160f3627-c3d4-4b26-a382-0bc59165b0bc,10
Rifting,http://info.deepcarbon.net/individual/d0d48240f-b489-4cdb-99f1-ab38b2aca865,4
Robotics,http://info.deepcarbon.net/individual/29da4913f1d5d57628b56f262d,1
Rock Mechanics,http://info.deepcarbon.net/individual/8893bc027f390f487795013ab1,1
SIMS Microanalysis,http://info.deepcarbon.net/individual/d2a7edf07-4370-431b-81a7-1c8101d2a936,4
Sampling Equipment,http://info.deepcarbon.net/individual/c69900049d0c8b3bfe95ad2833,1
Science,http://info.deepcarbon.net/individual/428b936c1f863d0e6b4c2d1cc2,1
Science Communication,http://info.deepcarbon.net/individual/d784e3b3f-f53d-48c7-a35e-fef9020596d6,3
Science Communications,http://info.deepcarbon.net/individual/d754c7bbc-73c5-4bbd-bd5a-aebbc815baeb,7
Science Education Research,http://info.deepcarbon.net/individual/313dabfba7f56be7fd6b5ac8f8,1
Science Program Coordination,http://info.deepcarbon.net/individual/a2f1e55454e766591c5d07ead2,1
Science Writing,http://info.deepcarbon.net/individual/d57ac6c09-2946-4a1b-84df-843e3c6b2734,2
Science Writing and Editing,http://info.deepcarbon.net/individual/d3ef4bd6b-6cc8-4b4a-95ae-ba03a5765385,1
Science and Public Policy,http://info.deepcarbon.net/individual/d16e3361a-afd5-4252-ab87-9f58431edcf5,2
Scientific Data Management,http://info.deepcarbon.net/individual/d46c1ccc7-c48a-4c7d-99a1-f5c491d21b0d,1
Scientific Ocean Drilling,http://info.deepcarbon.net/individual/dc010c6e1-b193-4097-9df7-0682d03155e8,5
Scientific illustration,http://id.loc.gov/authorities/subjects/sh85118689,1
Sclerochronology; Geochemistry; Ecology.,http://info.deepcarbon.net/individual/58c08d4a9bd4bdef6c8a695f12,1
Sediment microbiology,http://info.deepcarbon.net/individual/f2814f277690ac47fa5d0ec224,1
Sedimentology,http://info.deepcarbon.net/individual/d64666d9a-d743-488b-8c7a-f87f440d9e72,8
Semantic Data Science,http://info.deepcarbon.net/individual/dfdb66ff3-9de6-43c1-9e71-d5a8e8844847,2
Semantic Science,http://info.deepcarbon.net/individual/d6df8adae3d27b4f623422e4ef,1
Semantic Web,http://info.deepcarbon.net/individual/dfbe04a79-be09-4ecd-9e5a-bfc02c4bac78,10
Semantic Web,http://info.deepcarbon.net/individual/dfbe04a79-be09-4ecd-9e5a-bfc02c4bac78,10
Semantic Web Science,http://info.deepcarbon.net/individual/f4b1b294ad41dc2ab17503846f,1
Serpentinization,http://info.deepcarbon.net/individual/d895d7dea-ae94-4add-a07f-98724ba8cb7e,10
Serpentinization and Serpentine Minerals,http://info.deepcarbon.net/individual/dbf633bc6-40f2-4750-ba72-1081c942a03f,5
Serpentnites and Ultramafic Rocks,http://info.deepcarbon.net/individual/5270b2dc32adc7d67536782829,1
Shock Metamorphism,http://info.deepcarbon.net/individual/d693c1098-00d9-4d05-86c3-d16fd0399ba1,3
Shock Physics,http://info.deepcarbon.net/individual/d6237308c-51d1-4981-b2e0-96c16f97b632,5
Social Media Strategy,http://info.deepcarbon.net/individual/d3709064f-3ba2-49c3-89c1-45ee1e9246cf,2
Software Development,http://info.deepcarbon.net/individual/d4f549728-48f5-45c2-85ac-7319fe53ffc8,2
Soil Microbiology,http://info.deepcarbon.net/individual/d2ccb3a78-38b0-4763-96fc-7f3294f370c3,5
Solar Physics,http://info.deepcarbon.net/individual/d7481fba5-a338-47a0-a28a-8dd56e29375a,1
Solid State Physics,http://info.deepcarbon.net/individual/d86d2545744fa6efd9f5483231,1
Solid-State Chemistry,http://info.deepcarbon.net/individual/d56c88f63-d4ca-4c31-a9d5-f2c857379b3a,3
Solution Chemistry,http://info.deepcarbon.net/individual/d48015557-5b12-4e89-9b8e-35851dcb54b7,4
Spatio-temporal Analysis,http://info.deepcarbon.net/individual/n11724,1
Spectroscopic Techniques,http://info.deepcarbon.net/individual/db4dc0c88-48b5-46d5-b0d7-825e7cea08f7,7
Spectroscopy,http://info.deepcarbon.net/individual/d7243c0f0-a662-4206-979f-f1ef1a871aef,15
Stable Isotope Geochemistry,http://info.deepcarbon.net/individual/d7418a2a9-65d4-4f18-b44e-a33ecf8e867b,15
Stable Isotope Geochemistry,http://info.deepcarbon.net/individual/d7418a2a9-65d4-4f18-b44e-a33ecf8e867b,15
Stable Isotopes,http://info.deepcarbon.net/individual/dad038a6e-ac81-4b88-88fe-482aa988c6bf,10
Structural geology,http://info.deepcarbon.net/individual/8754d5307988c0779067ff6fa7,1
Subduction,http://info.deepcarbon.net/individual/d6c55d4a1-cdbb-405b-b99f-ec7f8afff5cb,8
Subduction zone processes,http://abstractsearch.agu.org/keywords/1031,3
Subduction zone processes,http://abstractsearch.agu.org/keywords/1031,3
Subseafloor microbiology,http://info.deepcarbon.net/individual/0e699bb004eb5341c43a7e7310,1
Subsurface Biosphere,http://info.deepcarbon.net/individual/d3071b413-d477-497e-9219-d6191c462caf,5
Subsurface Microbiology,http://info.deepcarbon.net/individual/db004f87c-301f-4aae-abbc-d8619ff61b82,14
Subsurface Sampling,http://info.deepcarbon.net/individual/de46bb779-4f2c-4f3b-a1c4-bd5ceb0be523,2
Superconductivity,http://info.deepcarbon.net/individual/ffe036b28b39f4223b823bfb80,1
Surface Geochemical Prospecting,http://info.deepcarbon.net/individual/e13818081876dcea9c07354573,1
Synchrotron,http://info.deepcarbon.net/individual/de328e1c1-c8e2-4984-a62e-df1f7bbc098c,5
Synchrotron Radiation,http://info.deepcarbon.net/individual/dbf27c881-1c3f-4a0c-8ea6-d5187d6ce9b3,10
Synchrotron X-ray Reflectivity,http://info.deepcarbon.net/individual/d104cb273-e4a3-4bfd-98f4-a1de3ea7b712,1
Synchrotron X-ray Techniques,http://info.deepcarbon.net/individual/a0a14fef62d7bb05519260b000,1
THERMODYNAMICS,http://info.deepcarbon.net/individual/1d60dd2d068fa2e2d86ebf71be,1
Teaching Igneous Petrology,http://info.deepcarbon.net/individual/df3178bce-22bf-4230-aa6c-d0fbf186ec83,1
Technology Development and Deployment,http://info.deepcarbon.net/individual/d01b1eade-038d-4a35-8bf3-898effc25da7,1
Tectonics,http://info.deepcarbon.net/individual/85027e2a-b0e8-443d-be6a-9e9952cd1e15,2
Terrestrial Volatiles,http://info.deepcarbon.net/individual/d7d8fafee-55fb-48fc-a3bc-93b7717f1b85,3
Terrestrial Volatiles,http://info.deepcarbon.net/individual/d7d8fafee-55fb-48fc-a3bc-93b7717f1b85,3
Theoretical Techniques,http://info.deepcarbon.net/individual/dbba8ca40-1d6d-4521-916f-a1bde8c60d3c,1
Thermodynamics,http://info.deepcarbon.net/individual/def1a64db-14bd-4663-b6ab-78bce1e316cc,19
Trace Element Analysis,http://info.deepcarbon.net/individual/d7b2755d2-9bea-4f68-af2a-88df1e26cac9,5
Transcriptomics,http://info.deepcarbon.net/individual/15a96ac9-502e-4f4d-b1b0-1ee55802a3da,3
Trench Microbiology,http://info.deepcarbon.net/individual/d01ba5cf7-cb53-47c7-b4b1-8d5547c32edb,3
Ultrahigh Pressure Metamorphism,http://info.deepcarbon.net/individual/d5b060277-6fdd-483a-a65e-c98834ffd623,3
Unconventional Hydrocarbon Resource R & D,http://info.deepcarbon.net/individual/18cb4b6a5b80b21a59759e18df,1
Unconventional Hydrocarbon Resources,http://info.deepcarbon.net/individual/daee65176d8200e7f9120793ff,1
Undergraduate in Geology,http://info.deepcarbon.net/individual/3f34a29509cabd622b306ceb16,1
Video,http://info.deepcarbon.net/individual/n30909,1
Visual Media and Design,http://info.deepcarbon.net/individual/d4a637b20-ba57-4707-8325-27ab2a05ea6e,3
Visual Media and Design,http://info.deepcarbon.net/individual/d4a637b20-ba57-4707-8325-27ab2a05ea6e,3
Volatile Cycling,http://info.deepcarbon.net/individual/dd81f6c9a-c9fb-4087-b858-b04c48ce8fe9,9
Volatile Element Geochemistry,http://info.deepcarbon.net/individual/dc2007bbb-0bbc-4e35-a4c8-c0abcd82a346,5
Volatile Fluxes,http://info.deepcarbon.net/individual/d121e6309-3094-4fd7-8bbe-185fc4f064ee,13
Volatiles,http://info.deepcarbon.net/individual/d911085de-bcfe-43bc-8be2-45bbfef4ee18,8
Volatiles Cycling,http://info.deepcarbon.net/individual/24389a0bba3b031942c7ff6fd5,1
Volatiles in magmas,http://info.deepcarbon.net/individual/370259ab19e2038cf9b0c13ff9,1
Volcanic Carbon Degassing,http://info.deepcarbon.net/individual/d1e35ce53-2c83-4790-bf9c-8debec451c6f,18
Volcanic Gas Geochemistry,http://info.deepcarbon.net/individual/4c37623edfb601d666d49344c8,1
Volcanic Gases,http://info.deepcarbon.net/individual/2abd26b54dcc30b5e3110ee576,1
Volcanic Gases,http://info.deepcarbon.net/individual/afef7c2061c5231f4d18a9c7e1,1
Volcanic Gases,http://info.deepcarbon.net/individual/ea0dbf8874d961ac6b4f01d4bc,1
Volcanic Hazards,http://info.deepcarbon.net/individual/d9f36e6d2-e01d-41b8-b502-7e5b3d8a503b,7
Volcanic gas,http://info.deepcarbon.net/individual/007862ff5e3b97b584d62d395b,1
Volcano Processes,http://info.deepcarbon.net/individual/db8546849-7e7d-4a0e-9f60-fb33f0935339,6
Volcanology,http://info.deepcarbon.net/individual/dbcc4f93d-f477-4419-9c89-57b03fe903a2,63
Volcanology and Geochemistry,http://info.deepcarbon.net/individual/161d2e30ac88867fb117f644ff,1
Volcanology and Geochemistry,http://info.deepcarbon.net/individual/7b7969276559d279f6a2afac23,1
Water,http://info.deepcarbon.net/individual/d68bcd28-a47a-4134-835a-b8da40d5c953,3
Water Chemistry,http://info.deepcarbon.net/individual/d0fd257e0-9494-4c6d-8fe5-c39ef7f93c05,6
Water and gas geochemistry,http://info.deepcarbon.net/individual/eaab125ee6e45e83ee68da9fbe,1
Water-Earth Interaction Science,http://info.deepcarbon.net/individual/2b5c804c-fff1-45f9-a111-70cd7e2932a7,2
Water-Rock Interaction,http://info.deepcarbon.net/individual/d2d32c8c1-1b67-4d4a-b41c-83f6f3ac4395,17
Water-rock interactions,http://info.deepcarbon.net/individual/551502e56d757712cbdbd709a9,1
Web Science,http://info.deepcarbon.net/individual/dd62fb0fb-923a-42f0-a06d-db9aa3558737,2
Web Science,http://info.deepcarbon.net/individual/dd62fb0fb-923a-42f0-a06d-db9aa3558737,2
Web design,http://info.deepcarbon.net/individual/0fe849420e138514890bcd1dda,1
Website Administration,http://info.deepcarbon.net/individual/41f647731f2fa1c3f5adf7dce5,1
X-ray Spectroscopy,http://info.deepcarbon.net/individual/31a38f8b64c4c96c1fb643e2ba,1
XANES,http://info.deepcarbon.net/individual/8d8607f5fe6946ff7fd0a10d3e,1
analytical chemistry,http://info.deepcarbon.net/individual/acc958951e1c45e484981be456,1
autotrophy,http://info.deepcarbon.net/individual/f85c4d1c077400cbac5e72c379,1
bioenergetics,http://info.deepcarbon.net/individual/8c7c01ea278a0ef8d94ef09119,1
bioinformatics,http://info.deepcarbon.net/individual/9f8567c6100443fbf3b027797c,1
biopetrology,http://info.deepcarbon.net/individual/c74ff83a292fb9aaf15c17bf84,1
biophysics,http://info.deepcarbon.net/individual/32528309435dc24d57dc8318c0,1
biosphere,http://info.deepcarbon.net/individual/99f04f9aab7cc6b34a14d2d590,1
carbonate geochemsitry,http://info.deepcarbon.net/individual/981582169402aff3ce68c21dd3,1
carbonatite genesis,http://info.deepcarbon.net/individual/ee9190b81594aa82fb8d0514c0,1
carbonatites,http://info.deepcarbon.net/individual/1c09948320860c51ef9761ea78,1
cell biology,http://info.deepcarbon.net/individual/ef6ed5b71409b179754e47f4e4,1
chemical ecology,http://info.deepcarbon.net/individual/ce8fb487746adae77e9ddb8e6f,1
crystal/mineral structure studies,http://info.deepcarbon.net/individual/555a41694297f6e75cc07db664,1
crystallography,http://info.deepcarbon.net/individual/a9e4ff692c6f04e182a09f5499,1
data delivery,http://info.deepcarbon.net/individual/e304d36b4435228e63d8ebe642,1
deep life,http://info.deepcarbon.net/individual/3fe351df39982eac989f5d2e94,1
deep life,http://info.deepcarbon.net/individual/8018e705da4eb929d6ee3ec334,1
design,http://info.deepcarbon.net/individual/1aeaeb08b44a53fdfbb9bfd91b,1
diamond mineralogy,http://info.deepcarbon.net/individual/d74b4ca4d-55f5-4c21-bcfb-c92597d7fa03,6
dynamic compression,http://info.deepcarbon.net/individual/59132b7eb6f113e03bf9a8cbf0,1
ecology,http://info.deepcarbon.net/individual/d988a50b85437940f77fd30ec3,1
energy systems,http://info.deepcarbon.net/individual/56512a7e9abbe6a01de8515d46,1
environmental virology,http://info.deepcarbon.net/individual/d595cc1e6-5088-4cbe-8f18-cf9f415fdfb7,1
experiemntal and numerical Water-rock interactions,http://info.deepcarbon.net/individual/fdc5680f3809b84f96b8ac65ef,1
extremophiles cultivation,http://info.deepcarbon.net/individual/a8a7c98323f0244090b6a35f30,1
fluid inclusions,http://info.deepcarbon.net/individual/dd1c6ae60cf9442057c652165e,1
fluid-rock interactions,http://info.deepcarbon.net/individual/da543bd77-e404-424b-a870-a9374f29c0e2,10
gas emissions,http://info.deepcarbon.net/individual/be75f18ecdddb00b0dc406017c,1
genetics,http://info.deepcarbon.net/individual/d2fa4c628-2a46-413f-91d9-fcdbd3bf98f2,2
genomics and biogeochemistry),http://info.deepcarbon.net/individual/3d897323e0a1a66d56881ba679,1
geobiochemsitry,http://info.deepcarbon.net/individual/4062461873fcdaa056430e06a1,1
geochemsitry,http://info.deepcarbon.net/individual/d323687918591b02e91b52e1bb,1
geodynamics and seismotectonics,http://info.deepcarbon.net/individual/26ee66ee1176faace871a4d437,1
geomicrobiology,http://info.deepcarbon.net/individual/ded9e8af7-0e29-4937-a8fd-2aacee45470b,12
geoscience,http://info.deepcarbon.net/individual/67a45f5ca9be4cdd5e90f873b6,1
geothermal,http://info.deepcarbon.net/individual/57dc0eddcd7bb064996536a7ae,1
graphic design,http://info.deepcarbon.net/individual/dbabd2e7c-3a32-4c32-812f-980a3708a2b7,1
graphite mineralogy,http://info.deepcarbon.net/individual/f740714fe4228f10e7a9b7a875,1
high throughput sequence data analysis,http://info.deepcarbon.net/individual/f6a75df60cbee7090839b16d85,1
hydrothermal microbiology,http://info.deepcarbon.net/individual/46cd34d9970e2f1513ef215046,1
hydrothermal vents microbiology,http://info.deepcarbon.net/individual/0154a5be5ed37ea6a69bd7acd9,1
layered igneous intrusions,http://info.deepcarbon.net/individual/81bd4706-ab7b-42b1-9da6-11da9d55b639,1
magma properties,http://info.deepcarbon.net/individual/b6114e56d3b078d32c9333efca,1
magmatic systems,http://info.deepcarbon.net/individual/6085bfac70da5646e24c7b1d2e,1
mantle petrology,http://info.deepcarbon.net/individual/d93c82c0a-e855-480c-a716-078bdc3f2227,4
mantle petrology and geochemistry,http://info.deepcarbon.net/individual/3e5d489d36fcfd4e9e6597c3ee,1
marine science,http://info.deepcarbon.net/individual/156b5212699f2031c15da601c0,1
materials physics,http://info.deepcarbon.net/individual/c364ad9ab076b85f01742bfcd4,1
meteoritics,http://info.deepcarbon.net/individual/69099f8f0ce050279ac8b8ed25,1
microbial ecology,http://info.deepcarbon.net/individual/dadd6b642-6d82-4e30-83ee-0e838607e0d4,12
microbial energetics,http://info.deepcarbon.net/individual/26d6bbea89a162e814b52a643d,1
minerology,http://info.deepcarbon.net/individual/031bb3ab3713ebd7ba449dfb01,1
modeling,http://info.deepcarbon.net/individual/70648db744c542a9a18f7996f9,1
molecular simulation,http://info.deepcarbon.net/individual/e979f1050427a84b431cbb1add,1
molecular techniques,http://info.deepcarbon.net/individual/3c6bab3191f84240f2fb9a4426,1
nanogeoscience,http://info.deepcarbon.net/individual/b6fc0e0026acb53b80cc4af38a,1
natural gas,http://info.deepcarbon.net/individual/22aed7cccf27b8eac0ad14a6f9,1
noble gas geochemistry,http://info.deepcarbon.net/individual/7cdb6b00c91a04fd1207c67be3,1
ocean observing,http://info.deepcarbon.net/individual/0a39a662fded4598f8db1269a3,1
oceanic crustal microbiology,http://info.deepcarbon.net/individual/ef9dabd02d1c57387cabe21235,1
oil and gas,http://info.deepcarbon.net/individual/c62571fded2831a7d2b874c37b,1
ore deposits,http://info.deepcarbon.net/individual/3c877f11d8f2fdbf90924b47d1,1
organic carbon biogeochemistry,http://info.deepcarbon.net/individual/43caa3f37a25dc881c690d3d34,1
organic geochemistry,http://info.deepcarbon.net/individual/2ffe6acb65716d81cf6a0883a1,1
organic geochemistry,http://info.deepcarbon.net/individual/49dda650f4dc47e8552d0145e8,1
petroleum geology,http://info.deepcarbon.net/individual/7ff1307bc161bc93e7df10cda7,1
petrology and X-ray microtomography,http://info.deepcarbon.net/individual/25d8ae70b8990cd972b93953e8,1
physics,http://info.deepcarbon.net/individual/6ab651aa8ba8084505fc075522,1
prebiotic shock synthesis,http://info.deepcarbon.net/individual/776e2f5ef3e54ecbfb5fe2df68,1
project management,http://info.deepcarbon.net/individual/a50918cead1697c7262d8958ab,1
